experiment_id,method,init_name,target_department,n_support_pos,n_support_neg,inner_steps,status,gold_auroc_mean,gold_auroc_std,gold_ap_mean,gold_ap_std,gold_logloss_mean,gold_logloss_std,gold_brier_mean,gold_brier_std,gold_ece_mean,gold_ece_std,gold_f1_mean,gold_f1_std,gold_accuracy_mean,gold_accuracy_std,gold_pred_mean_mean,gold_pred_mean_std,gold_true_mean_mean,gold_true_mean_std,n_eval_rows_mean,n_eval_rows_std,n_positive_mean,n_positive_std,precision_at_5_mean,precision_at_5_std,recall_at_5_mean,recall_at_5_std,ndcg_at_5_mean,ndcg_at_5_std,precision_at_10_mean,precision_at_10_std,recall_at_10_mean,recall_at_10_std,ndcg_at_10_mean,ndcg_at_10_std,precision_at_20_mean,precision_at_20_std,recall_at_20_mean,recall_at_20_std,ndcg_at_20_mean,ndcg_at_20_std,n_metric_rows,n_predictions,n_episodes_diagnosed,collapse_rate,pred_mean_mean,pred_std_mean,frac_near_zero_mean,frac_near_one_mean,inner_lr,meta_batch_size,was_skipped,error,synthetic_proportion,augmentation_method,target_per_class,k_neighbors,stale_reason,is_stale,is_diagnostic,diagnostic_reason,is_current_clean
stage2__init-A_weak_only__method-anil__kpos-1__kneg-1__steps-5__target-Packaging-Material__synprop-0__gen-none,anil,A_weak_only,Packaging Material,1,1,5,success,0.3170683756386815,0.0835047582365437,0.7439406223171463,0.0566044856159318,1.5124648728044208,0.3567354817716255,0.4875777491737038,0.0948304830562862,0.5026574620939289,0.1117794748466583,0.3650903446699453,0.1696046284316971,0.3129475136983479,0.0876104967104358,0.3474439473869216,0.1125319335947315,0.8049746632060314,0.0112697329739764,56.6,3.4117444218463966,45.6,3.4117444218463966,0.62,0.2749545416973504,0.0685808811401849,0.0312829767005433,0.5732959092704015,0.3236667812556816,0.71,0.1374772708486752,0.1567686352126204,0.0335002948556395,0.654656752831723,0.2108181282537441,0.7125,0.0588960949469487,0.3132622173065168,0.025880701746859,0.6756382559402648,0.1118033303709253,20.0,1132.0,20.0,0.0,0.3474439479410648,0.2357047483325004,0.1328235076010381,0.0,0.01,4.0,False,,0.0,none,,5.0,,False,False,,True
stage2__init-A_weak_only__method-anil__kpos-1__kneg-1__steps-5__target-Packaging-Material__synprop-0.5__gen-smote_nc,anil,A_weak_only,Packaging Material,1,1,5,success,0.3170683756386815,0.0835047582365437,0.7439406223171463,0.0566044856159318,1.5124648728044208,0.3567354817716255,0.4875777491737038,0.0948304830562862,0.5026574620939289,0.1117794748466583,0.3650903446699453,0.1696046284316971,0.3129475136983479,0.0876104967104358,0.3474439473869216,0.1125319335947315,0.8049746632060314,0.0112697329739764,56.6,3.4117444218463966,45.6,3.4117444218463966,0.62,0.2749545416973504,0.0685808811401849,0.0312829767005433,0.5732959092704015,0.3236667812556816,0.71,0.1374772708486752,0.1567686352126204,0.0335002948556395,0.654656752831723,0.2108181282537441,0.7125,0.0588960949469487,0.3132622173065168,0.025880701746859,0.6756382559402648,0.1118033303709253,20.0,1132.0,20.0,0.0,0.3474439479410648,0.2357047483325004,0.1328235076010381,0.0,0.01,4.0,False,,0.5,smote_nc,,5.0,,False,False,,True
stage2__init-A_weak_only__method-anil__kpos-2__kneg-2__steps-3__target-Logistics,anil,A_weak_only,Logistics,2,2,3,success,0.7571428571428571,0.0428571428571428,0.9713218923933208,0.0095871985157698,0.8561152142217026,0.0899731401136179,0.3128040528394508,0.0392205124046991,0.4797369926659898,0.0552550736306743,0.6474358974358975,0.1858974358974359,0.5568181818181819,0.1931818181818181,0.4123084618794647,0.0382096190852197,0.8920454545454546,0.0170454545454545,9.5,1.5,8.5,1.5,1.0,0.0,0.6071428571428572,0.1071428571428571,1.0,0.0,0.8875,0.0125,0.95,0.0499999999999999,0.9612733398448816,0.0275275632992705,0.8920454545454546,0.0170454545454545,1.0,0.0,0.9919698626472548,0.0031689595031026,2.0,19.0,2.0,0.0,0.4123084396123886,0.1697766259312629,0.0,0.0,0.01,2.0,True,,0.0,none,,5.0,,False,False,,True
stage2__init-A_weak_only__method-anil__kpos-2__kneg-2__steps-3__target-Logistics__synprop-0.9__gen-smote_nc,anil,A_weak_only,Logistics,2,2,3,success,0.280021645021645,0.056014857062124,0.8639096500541305,0.0582832098649551,1.0719162009569634,0.2646329841750109,0.4127199419318314,0.1076564696598139,0.5592566312140935,0.114005371496721,0.2921212121212121,0.1870912133970883,0.2688422688422688,0.1315912811573709,0.3514872190632974,0.0992806306323642,0.8717754467754467,0.0533410608974897,10.6,1.8547236990991407,9.2,1.469693845669907,0.7600000000000001,0.08,0.427012987012987,0.0970170725334552,0.8106109285122912,0.0639993619186838,0.8527777777777779,0.0769399316767291,0.8836363636363636,0.1143287994346363,0.8866900186000122,0.0871111265518994,0.8717754467754467,0.0533410608974897,1.0,0.0,0.9470080073693388,0.0244373235389573,5.0,53.0,5.0,0.0,0.3514872223138809,0.1092197209596634,0.0,0.0,0.01,4.0,False,,0.9,smote_nc,,5.0,,False,False,,True
stage2__init-A_weak_only__method-anil__kpos-2__kneg-2__steps-3__target-Logistics__synprop-0__gen-none,anil,A_weak_only,Logistics,2,2,3,success,0.3748863636363636,0.1505183291448169,0.7952448904060104,0.0970978026056802,0.8417381101918838,0.2462965176608524,0.314896278934521,0.1045992338985986,0.3673272390929963,0.1871099396390982,0.50410935469759,0.251302968246225,0.4283101620601621,0.1965988589198934,0.4845028028425992,0.1467007088494275,0.7447660672660672,0.1303337481688382,10.25,2.118372016431486,7.65,2.1277922830953213,0.6599999999999999,0.1113552872566004,0.4705627705627706,0.1767566315717606,0.7391146339341658,0.1259729570369563,0.7327380952380952,0.1239622137930574,0.9137662337662338,0.1193190608678636,0.8619110112532121,0.0940679534951392,0.7447660672660672,0.1303337481688382,1.0,0.0,0.9105758501335308,0.0702717370143555,20.0,205.0,20.0,0.0,0.4845027960836887,0.0979482695460319,0.0,0.0,0.01,4.0,False,,0.0,none,,5.0,,False,False,,True
stage2__init-A_weak_only__method-anil__kpos-2__kneg-2__steps-3__target-Logistics__synprop-0.5__gen-smote_nc,anil,A_weak_only,Logistics,2,2,3,success,0.3748863636363636,0.1505183291448169,0.7952448904060104,0.0970978026056802,0.8417381101918838,0.2462965176608524,0.314896278934521,0.1045992338985986,0.3673272390929963,0.1871099396390982,0.50410935469759,0.251302968246225,0.4283101620601621,0.1965988589198934,0.4845028028425992,0.1467007088494275,0.7447660672660672,0.1303337481688382,10.25,2.118372016431486,7.65,2.1277922830953213,0.6599999999999999,0.1113552872566004,0.4705627705627706,0.1767566315717606,0.7391146339341658,0.1259729570369563,0.7327380952380952,0.1239622137930574,0.9137662337662338,0.1193190608678636,0.8619110112532121,0.0940679534951392,0.7447660672660672,0.1303337481688382,1.0,0.0,0.9105758501335308,0.0702717370143555,20.0,205.0,20.0,0.0,0.4845027960836887,0.0979482695460319,0.0,0.0,0.01,4.0,False,,0.5,smote_nc,,5.0,,False,False,,True
stage2__init-A_weak_only__method-anil__kpos-2__kneg-2__steps-3__target-Packaging-Material__synprop-0.9__gen-smote_nc,anil,A_weak_only,Packaging Material,2,2,3,success,,,,,1.948298979605072,0.1477759042129572,0.5972713987473702,0.0454191762530175,0.7321714792886955,0.0386047655087997,0.3721074292502864,0.0862474971825081,0.2322222222222222,0.0687838020158313,0.2678285207113043,0.0386047655087997,1.0,0.0,36.0,3.5777087639996634,36.0,3.5777087639996634,1.0,0.0,0.1402777777777777,0.0139926678330624,0.9999999999999998,1.1102230246251563e-16,1.0,0.0,0.2805555555555555,0.0279853356661248,1.0,0.0,1.0,0.0,0.5611111111111111,0.0559706713322496,0.9999999999999998,1.1102230246251563e-16,5.0,180.0,5.0,0.0,0.2678285360336304,0.2430545955896377,0.2419444444444444,0.0,0.01,4.0,False,,0.9,smote_nc,,5.0,,False,False,,True
stage2__init-A_weak_only__method-anil__kpos-2__kneg-2__steps-3__target-Packaging-Material__synprop-0__gen-none,anil,A_weak_only,Packaging Material,2,2,3,success,,,,,1.630347299147635,0.5246264919913897,0.5087014757268749,0.1471078060183586,0.6624350956721334,0.1191486344804124,0.4617590011689391,0.169137448579453,0.3177083333333332,0.1601226110788345,0.3375649043278665,0.1191486344804124,1.0,0.0,36.4,3.32264954516723,36.4,3.32264954516723,1.0,0.0,0.1385416666666666,0.0129407258011001,0.9999999999999998,1.1102230246251563e-16,1.0,0.0,0.2770833333333333,0.0258814516022003,1.0,0.0,1.0,0.0,0.5541666666666666,0.0517629032044006,0.9999999999999998,1.1102230246251563e-16,20.0,728.0,20.0,0.0,0.3375649094581604,0.2345442399382591,0.183125,0.0,0.01,4.0,False,,0.0,none,,5.0,,False,False,,True
stage2__init-A_weak_only__method-anil__kpos-2__kneg-2__steps-3__target-Packaging-Material__synprop-0.5__gen-smote_nc,anil,A_weak_only,Packaging Material,2,2,3,success,,,,,1.630347299147635,0.5246264919913897,0.5087014757268749,0.1471078060183586,0.6624350956721334,0.1191486344804124,0.4617590011689391,0.169137448579453,0.3177083333333332,0.1601226110788345,0.3375649043278665,0.1191486344804124,1.0,0.0,36.4,3.32264954516723,36.4,3.32264954516723,1.0,0.0,0.1385416666666666,0.0129407258011001,0.9999999999999998,1.1102230246251563e-16,1.0,0.0,0.2770833333333333,0.0258814516022003,1.0,0.0,1.0,0.0,0.5541666666666666,0.0517629032044006,0.9999999999999998,1.1102230246251563e-16,20.0,728.0,20.0,0.0,0.3375649094581604,0.2345442399382591,0.183125,0.0,0.01,4.0,False,,0.5,smote_nc,,5.0,,False,False,,True
stage2__init-A_weak_only__method-anil__kpos-2__kneg-2__steps-5__target-Logistics,anil,A_weak_only,Logistics,2,2,5,success,0.5418224906264986,0.2012325515330894,0.7324077674168323,0.1655952111134873,0.8545554859706707,0.2158974945107903,0.3163032996245335,0.0908036771988202,0.3335988865835237,0.1376687839478177,0.4759030682481998,0.2874117642921814,0.4659231682110899,0.1624146620990196,0.5040694282871022,0.1855900475679364,0.6980093695973341,0.0802917532046381,41.05,5.962172422867356,28.45,4.165033013074447,0.6500000000000001,0.33391615714128,0.1140024986886064,0.0634734894170135,0.6618749008764314,0.3422891951017164,0.635,0.3453621287865825,0.2251945317286718,0.1360381143311151,0.6474889691091805,0.3460183541376704,0.6849999999999999,0.1878163997099294,0.4931895410439983,0.1643056851655019,0.6788873816467598,0.2196264877722725,20.0,821.0,20.0,0.0,0.50406943410635,0.0977765876799821,0.0,0.0,0.01,2.0,True,,,,,,,False,False,,True
stage2__init-A_weak_only__method-anil__kpos-2__kneg-2__steps-5__target-Logistics__synprop-0.9__gen-smote_nc,anil,A_weak_only,Logistics,2,2,5,success,0.2666883116883117,0.0648452625789583,0.8600048881493686,0.0659069344208092,1.1255421906169925,0.2604657470649982,0.4329875218487747,0.103158258086364,0.5950419647171921,0.0948183209591606,0.2527272727272727,0.1770651465300342,0.2312354312354312,0.0904862859388797,0.3393252837265427,0.0972807436596125,0.8717754467754467,0.0533410608974897,10.6,1.8547236990991407,9.2,1.469693845669907,0.7200000000000001,0.16,0.407012987012987,0.1268575257660387,0.7843699130098228,0.1160888911665447,0.8527777777777779,0.0769399316767291,0.8836363636363636,0.1143287994346363,0.8843341794915599,0.0915830135200414,0.8717754467754467,0.0533410608974897,1.0,0.0,0.9446521682608868,0.0289587996933974,5.0,53.0,5.0,0.0,0.3393252819776535,0.1138400599360466,0.0,0.0,0.01,4.0,False,,0.9,smote_nc,,5.0,,False,False,,True
stage2__init-A_weak_only__method-anil__kpos-2__kneg-2__steps-5__target-Logistics__synprop-0__gen-none,anil,A_weak_only,Logistics,2,2,5,success,0.3510768398268398,0.1452209752871129,0.7875701927491701,0.1001168064344823,0.8762253291874493,0.2626975593814553,0.3286348456254617,0.1095640688737821,0.4033249640054666,0.1944166711981257,0.4846017789400142,0.2637578585065092,0.4150622988122988,0.2004434157460732,0.473508146677978,0.1524144959956726,0.7447660672660672,0.1303337481688382,10.25,2.118372016431486,7.65,2.1277922830953213,0.63,0.1452583904633395,0.4480627705627705,0.1768812637899214,0.7175877493693757,0.1430911771072286,0.7327380952380952,0.1239622137930574,0.9137662337662338,0.1193190608678636,0.8577956850167551,0.0964225163564776,0.7447660672660672,0.1303337481688382,1.0,0.0,0.9064605238970735,0.0710338364354984,20.0,205.0,20.0,0.0,0.4735081352293491,0.1029041688889265,0.0,0.0,0.01,4.0,False,,0.0,none,,5.0,,False,False,,True
stage2__init-A_weak_only__method-anil__kpos-2__kneg-2__steps-5__target-Logistics__synprop-0.5__gen-smote_nc,anil,A_weak_only,Logistics,2,2,5,success,0.3510768398268398,0.1452209752871129,0.7875701927491701,0.1001168064344823,0.8762253291874493,0.2626975593814553,0.3286348456254617,0.1095640688737821,0.4033249640054666,0.1944166711981257,0.4846017789400142,0.2637578585065092,0.4150622988122988,0.2004434157460732,0.473508146677978,0.1524144959956726,0.7447660672660672,0.1303337481688382,10.25,2.118372016431486,7.65,2.1277922830953213,0.63,0.1452583904633395,0.4480627705627705,0.1768812637899214,0.7175877493693757,0.1430911771072286,0.7327380952380952,0.1239622137930574,0.9137662337662338,0.1193190608678636,0.8577956850167551,0.0964225163564776,0.7447660672660672,0.1303337481688382,1.0,0.0,0.9064605238970735,0.0710338364354984,20.0,205.0,20.0,0.0,0.4735081352293491,0.1029041688889265,0.0,0.0,0.01,4.0,False,,0.5,smote_nc,,5.0,,False,False,,True
stage2__init-A_weak_only__method-anil__kpos-2__kneg-2__steps-5__target-Packaging-Material__synprop-0.9__gen-smote_nc,anil,A_weak_only,Packaging Material,2,2,5,success,,,,,1.93647863894,0.1434439436255171,0.5954560634372964,0.0446023310653508,0.7310967092014229,0.0381718462078137,0.3721074292502864,0.0862474971825081,0.2322222222222222,0.0687838020158313,0.2689032907985771,0.0381718462078138,1.0,0.0,36.0,3.5777087639996634,36.0,3.5777087639996634,1.0,0.0,0.1402777777777777,0.0139926678330624,0.9999999999999998,1.1102230246251563e-16,1.0,0.0,0.2805555555555555,0.0279853356661248,1.0,0.0,1.0,0.0,0.5611111111111111,0.0559706713322496,0.9999999999999998,1.1102230246251563e-16,5.0,180.0,5.0,0.0,0.2689032912254333,0.2425941377878189,0.2369444444444444,0.0,0.01,4.0,False,,0.9,smote_nc,,5.0,,False,False,,True
stage2__init-A_weak_only__method-anil__kpos-2__kneg-2__steps-5__target-Packaging-Material__synprop-0__gen-none,anil,A_weak_only,Packaging Material,2,2,5,success,,,,,1.6230383552898648,0.5189618242298695,0.5076657789304612,0.1462453483194995,0.6618891856871132,0.1186352850306977,0.4628518973438025,0.1705228903653231,0.3189583333333333,0.1616312693923127,0.3381108143128868,0.1186352850306977,1.0,0.0,36.4,3.32264954516723,36.4,3.32264954516723,1.0,0.0,0.1385416666666666,0.0129407258011001,0.9999999999999998,1.1102230246251563e-16,1.0,0.0,0.2770833333333333,0.0258814516022003,1.0,0.0,1.0,0.0,0.5541666666666666,0.0517629032044006,0.9999999999999998,1.1102230246251563e-16,20.0,728.0,20.0,0.0,0.3381108164787292,0.2341410495340824,0.179375,0.0,0.01,4.0,False,,0.0,none,,5.0,,False,False,,True
stage2__init-A_weak_only__method-anil__kpos-2__kneg-2__steps-5__target-Packaging-Material__synprop-0.5__gen-smote_nc,anil,A_weak_only,Packaging Material,2,2,5,success,,,,,1.6230383552898648,0.5189618242298695,0.5076657789304612,0.1462453483194995,0.6618891856871132,0.1186352850306977,0.4628518973438025,0.1705228903653231,0.3189583333333333,0.1616312693923127,0.3381108143128868,0.1186352850306977,1.0,0.0,36.4,3.32264954516723,36.4,3.32264954516723,1.0,0.0,0.1385416666666666,0.0129407258011001,0.9999999999999998,1.1102230246251563e-16,1.0,0.0,0.2770833333333333,0.0258814516022003,1.0,0.0,1.0,0.0,0.5541666666666666,0.0517629032044006,0.9999999999999998,1.1102230246251563e-16,20.0,728.0,20.0,0.0,0.3381108164787292,0.2341410495340824,0.179375,0.0,0.01,4.0,False,,0.5,smote_nc,,5.0,,False,False,,True
stage2__init-C_hybrid__method-anil__kpos-1__kneg-1__steps-3__target-Logistics__synprop-0.9__gen-smote_nc,anil,C_hybrid,Logistics,1,1,3,success,0.5707070707070707,0.0714070689281452,0.7889930651589813,0.0973226306362979,1.2608145175925671,0.394057754778218,0.3576143496604011,0.0740636717038867,0.4274209375977079,0.1128709329027397,0.5091428571428571,0.157162596162869,0.4725,0.0822446767347958,0.4829066536584758,0.1816826147650825,0.6552941176470588,0.08591860636914,17.2,1.469693845669907,11.2,1.1661903789690602,0.76,0.1959591794226542,0.3378787878787879,0.0698614659599909,0.8259609385620778,0.1427915109915001,0.7,0.1095445115010332,0.6217171717171717,0.0449580062308441,0.7727061988311872,0.0833469506690799,0.6552941176470588,0.08591860636914,1.0,0.0,0.9275968298846404,0.0412023272238724,5.0,86.0,5.0,0.0,0.4829066455364227,0.2525806665420532,0.1317647058823529,0.0,0.01,4.0,False,,0.9,smote_nc,,5.0,,False,False,,True
