target_department,candidate_bucket,contract_id,contract_number,contract_name,supplier_id,supplier_display_name,department,renegotiation_prob,contract_age_years,payment_terms,incoterms,contract_value_dkk
Packaging Material,likely_no_low_score,536317,535752,All4Labels_Amendment_2025_Label Tender Outcome and appendix update,9558,ALL4LABELS DENMARK SB A/S,Packaging Material,0.1660422486412097,0,F045 Invoice Date + 45 days,DAP Del.at Place-excl.unloading,1000000.0
Packaging Material,likely_no_low_score,517513,517191,ABAR_CDA_2025_2025 Anagni Tender,193033,Purchasing - Dummy Supplier,Packaging Material,0.1771862685815318,0,,,0.0
Packaging Material,likely_no_low_score,153091,153100,Aptar CSP Technologies SAS_CDA_2021_Primary packaging for Blister films,153274,,Packaging Material,0.1771862685815318,4,,,0.0
Packaging Material,likely_no_low_score,366306,367322,Schott Pharma AG_2023_Stand-alone_CDA,1154,SCHOTT PHARMA SCHWEIZ AG,Packaging Material,0.1819367820776928,2,,,0.0
Packaging Material,likely_no_low_score,212531,212649,Schott AG_call-off_202202_SA_AA5_APP8,1154,SCHOTT PHARMA SCHWEIZ AG,Packaging Material,0.1819367820776928,3,F045 Invoice Date + 45 days,CPT Carriage paid,38889000.0
Packaging Material,likely_no_low_score,595073,593811,Faubel_Amendment 7_2025_Extension to 01 Apr,14430,FAUBEL & CO NACHFOLGER GMBH,Packaging Material,0.1938995429076334,0,F045 Invoice Date + 45 days,EXW Ex works,0.0
Packaging Material,likely_no_low_score,533773,533241,Gerresheimer_Aptar_Stand-alone_2025_CDA_3way Aptar audit,2567,GERRESHEIMER BÜNDE GMBH,Packaging Material,0.3031019407041029,0,,,0.0
Packaging Material,uncertain_near_0_5,82800,82806,US Solar_Contract_2019_REC Agreement,206005,CHURCHILL STATESIDE GROUP FIRST,Packaging Material,0.5,6,,,0.0
Packaging Material,uncertain_near_0_5,481285,481363,Cartondruck Grafica LTDA_Amendment No. 1_2024,240543,CARTONDRUCK GRAFICA LTDA,Packaging Material,0.4642805071617468,1,F060 Invoice Date + 60 days,DAP Del.at Place-excl.unloading,0.0
Packaging Material,uncertain_near_0_5,482099,482140,Nosco Inc._Amendment No. 5_2024,212975,"NOSCO, INC",Packaging Material,0.4642805071617468,1,F045 Invoice Date + 45 days,DDP Delivered duty paid,0.0
Packaging Material,uncertain_near_0_5,474075,474186,Amcor_CDA and Non-Disclosure,3187,AMCOR FLEXIBLES SINGEN GMBH,Packaging Material,0.4642805071617468,1,,DDU Delivered duty unpaid,0.0
Packaging Material,uncertain_near_0_5,483181,483209,Multi Packaging Solutions_CALL-OFF_2024_SA_AA5_Appendices update,124371,昆山美普森包装有限公司,Packaging Material,0.4642805071617468,1,F045 Invoice Date + 45 days,,0.0
Packaging Material,uncertain_near_0_5,492125,491812,Tianjin Huaming Group_Master_2025_SA_Shipper boxes,402144,天津市华明集团有限公司,Packaging Material,0.4642805071617468,0,F060 Invoice Date + 60 days,DAP Del.at Place-excl.unloading,2914853.4
Packaging Material,uncertain_near_0_5,450912,451410,Temperpack Inc_Basic Terms Agreement_2024_Foam,387723,KTM INDUSTRIES,Packaging Material,0.4642805071617468,1,F090 Invoice Date + 90 days,EXW Ex works,752400.0
Packaging Material,uncertain_near_0_5,445556,446107,Norner One-way CDA Agreement 2024,16681,NORNER AS,Packaging Material,0.4642805071617468,1,,,0.0
Packaging Material,uncertain_near_0_5,517589,517262,Tonnellier Imprimeur SAS_CALL-OFF_2025_SA_AA5_Appendix update,343193,TONNELLIER IMPRIMEUR S.A.S,Packaging Material,0.4642805071617468,0,,,0.0
Packaging Material,uncertain_near_0_5,536217,535659,Smurfit Westrock Brazil_Master_2025_SA_Shipping boxes,234322,SMURFIT KAPPA DO BRASIL INDUSTRIA DE EMBALAGENS S.A.,Packaging Material,0.4642805071617468,0,F060 Invoice Date + 60 days,DAP Del.at Place-excl.unloading,8350000.0
