target_department,candidate_bucket,contract_id,contract_number,contract_name,supplier_id,supplier_display_name,department,renegotiation_prob,contract_age_years,payment_terms,incoterms,contract_value_dkk
Logistics,uncertain_near_0_5,91087,91095,DHL_Global_Forwarding_Master_2017_NNAS_Primary_GFA,5843,DHL GLOBAL FORWARDING (DENMARK) A/S,Logistics,0.2128144448675182,4,,,0.0
Logistics,uncertain_near_0_5,117673,117684,DHL Global Forwarding_Master_2021_NNAS_Primary_LSOW_Brazil Road Freight,12443,DHL GLOBAL FORWARDING (BRAZIL) LOGISTICS LTDA,Logistics,0.2128144448675182,4,F060 Invoice Date + 60 days,,0.0
Packaging Material,likely_yes_high_score,8145,8146,Gentofte Fjernvarme_Call-off_2014_SA_APP_leveringsbestemmelser_200141121,8238,GENTOFTE KOMMUNE KRAFTVARME V/NESA A/S,Packaging Material,0.9999999999919228,11,,,
Packaging Material,likely_yes_high_score,8765,8765,Novo Nordisk Pharmatech_Master_2015_SLA,6704,NOVO NORDISK PHARMATECH A/S P.O. BOX 230,Packaging Material,0.9999999999919228,10,,,0.0
Packaging Material,likely_yes_high_score,8767,8767,Vestforbrænding_Master_2009_SA,8741,VESTFORBRÆNDING I/S,Packaging Material,0.9999999999919228,16,,,
Packaging Material,likely_yes_high_score,279953,281491,"New Century Graphic Arts Industrial Co., Ltd._Amendment No 3_2023_Price sheet update",26358,大连新世纪印刷信息产业有限公司,Packaging Material,0.9999999999909776,11,F060 Invoice Date + 60 days,DDP Delivered duty paid,
Packaging Material,likely_yes_high_score,826,826,Gráficos Sangar Ltda_Master_20130628_SA,34673,GRAFICOS SANGAR LTDA,Packaging Material,0.9999999999909776,12,F045 Invoice Date + 45 days,EXW Ex works,
Packaging Material,likely_yes_high_score,2089,2089,West Pharmaceutical Services_Stand-alone_20180502_WO_2302 Vision Inspection,7551,WEST PHARMACEUTICAL SERVICES DEUTSCHLAND GMBH & CO. KG,Packaging Material,0.9999999999909776,7,,,0.0
Packaging Material,likely_yes_high_score,8163,8164,Kalundborg bioenergi aps_Call-Off_2014_LoI_Biogas on biomass,17030,KALUNDBORG BIOENERGI APS,Packaging Material,0.9999999999909776,10,,,0.0
Packaging Material,likely_yes_high_score,280508,282018,Tianjin Yiyao Printing Co. Ltd_Amendment No 3_2023_Pricing sheet update,21900,天津宜药印务有限公司,Packaging Material,0.9999999999909776,11,F030 Invoice Date + 30 days,DDP Delivered duty paid,
Packaging Material,likely_yes_high_score,1984,1984,"WestRock MWV, LLC_Master_20160930_SA",13466,SMURFIT WESTROCK,Packaging Material,0.9999999999909776,9,F060 Invoice Date + 60 days,DDP Delivered duty paid,111750000.0
Packaging Material,likely_yes_high_score,2002,2002,Braunform_Master_20070115_OA,8702,BRAUNFORM GMBH,Packaging Material,0.9999999999909776,18,F030 Invoice Date + 30 days,DAP Del.at Place-excl.unloading,
Packaging Material,likely_no_low_score,482184,482220,Suzano SA_ Collaboration Agreement_2024,387285,SUZANO S.A.,Packaging Material,0.1179512106119423,1,,,0.0
Packaging Material,likely_no_low_score,437658,438387,Suzano S.A._CDA_2024,387285,SUZANO S.A.,Packaging Material,0.1179512106119423,1,F060 Invoice Date + 60 days,,0.0
Packaging Material,likely_no_low_score,575200,574170,West_Pharmaceuticals_CDA_2025_rubber_laminate_data,15754,WEST PHARMACEUTICAL SERVICES INC,Packaging Material,0.1255413236079006,0,L030 Current Month + 30 days,DDP Delivered duty paid,0.0
Packaging Material,likely_no_low_score,536317,535752,All4Labels_Amendment_2025_Label Tender Outcome and appendix update,9558,ALL4LABELS DENMARK SB A/S,Packaging Material,0.1660422486412097,0,F045 Invoice Date + 45 days,DAP Del.at Place-excl.unloading,1000000.0
Packaging Material,likely_no_low_score,517513,517191,ABAR_CDA_2025_2025 Anagni Tender,193033,Purchasing - Dummy Supplier,Packaging Material,0.1771862685815318,0,,,0.0
Packaging Material,likely_no_low_score,153091,153100,Aptar CSP Technologies SAS_CDA_2021_Primary packaging for Blister films,153274,,Packaging Material,0.1771862685815318,4,,,0.0
Packaging Material,likely_no_low_score,366306,367322,Schott Pharma AG_2023_Stand-alone_CDA,1154,SCHOTT PHARMA SCHWEIZ AG,Packaging Material,0.1819367820776928,2,,,0.0
Packaging Material,likely_no_low_score,212531,212649,Schott AG_call-off_202202_SA_AA5_APP8,1154,SCHOTT PHARMA SCHWEIZ AG,Packaging Material,0.1819367820776928,3,F045 Invoice Date + 45 days,CPT Carriage paid,38889000.0
Packaging Material,likely_no_low_score,595073,593811,Faubel_Amendment 7_2025_Extension to 01 Apr,14430,FAUBEL & CO NACHFOLGER GMBH,Packaging Material,0.1938995429076334,0,F045 Invoice Date + 45 days,EXW Ex works,0.0
Packaging Material,likely_no_low_score,533773,533241,Gerresheimer_Aptar_Stand-alone_2025_CDA_3way Aptar audit,2567,GERRESHEIMER BÜNDE GMBH,Packaging Material,0.3031019407041029,0,,,0.0
Packaging Material,uncertain_near_0_5,82800,82806,US Solar_Contract_2019_REC Agreement,206005,CHURCHILL STATESIDE GROUP FIRST,Packaging Material,0.5,6,,,0.0
Packaging Material,uncertain_near_0_5,481285,481363,Cartondruck Grafica LTDA_Amendment No. 1_2024,240543,CARTONDRUCK GRAFICA LTDA,Packaging Material,0.4642805071617468,1,F060 Invoice Date + 60 days,DAP Del.at Place-excl.unloading,0.0
Packaging Material,uncertain_near_0_5,482099,482140,Nosco Inc._Amendment No. 5_2024,212975,"NOSCO, INC",Packaging Material,0.4642805071617468,1,F045 Invoice Date + 45 days,DDP Delivered duty paid,0.0
Packaging Material,uncertain_near_0_5,474075,474186,Amcor_CDA and Non-Disclosure,3187,AMCOR FLEXIBLES SINGEN GMBH,Packaging Material,0.4642805071617468,1,,DDU Delivered duty unpaid,0.0
Packaging Material,uncertain_near_0_5,483181,483209,Multi Packaging Solutions_CALL-OFF_2024_SA_AA5_Appendices update,124371,昆山美普森包装有限公司,Packaging Material,0.4642805071617468,1,F045 Invoice Date + 45 days,,0.0
Packaging Material,uncertain_near_0_5,492125,491812,Tianjin Huaming Group_Master_2025_SA_Shipper boxes,402144,天津市华明集团有限公司,Packaging Material,0.4642805071617468,0,F060 Invoice Date + 60 days,DAP Del.at Place-excl.unloading,2914853.4
Packaging Material,uncertain_near_0_5,450912,451410,Temperpack Inc_Basic Terms Agreement_2024_Foam,387723,KTM INDUSTRIES,Packaging Material,0.4642805071617468,1,F090 Invoice Date + 90 days,EXW Ex works,752400.0
Packaging Material,uncertain_near_0_5,445556,446107,Norner One-way CDA Agreement 2024,16681,NORNER AS,Packaging Material,0.4642805071617468,1,,,0.0
Packaging Material,uncertain_near_0_5,517589,517262,Tonnellier Imprimeur SAS_CALL-OFF_2025_SA_AA5_Appendix update,343193,TONNELLIER IMPRIMEUR S.A.S,Packaging Material,0.4642805071617468,0,,,0.0
Packaging Material,uncertain_near_0_5,536217,535659,Smurfit Westrock Brazil_Master_2025_SA_Shipping boxes,234322,SMURFIT KAPPA DO BRASIL INDUSTRIA DE EMBALAGENS S.A.,Packaging Material,0.4642805071617468,0,F060 Invoice Date + 60 days,DAP Del.at Place-excl.unloading,8350000.0
Drug Product Outsourcing,likely_yes_high_score,8174,8175,Vetter_Master_2012_SA,17460,VETTER PHARMA INTERNATIONAL GMBH,Drug Product Outsourcing,0.9999999999886172,13,F045 Invoice Date + 45 days,EXW Ex works,
Drug Product Outsourcing,likely_yes_high_score,8149,8150,Patheon_Call-off_2019_WO1_Ed1ProjectPhase,13280,"PATHEON MANUFACTURING SERVICES, LLC",Drug Product Outsourcing,0.999999963053714,6,F045 Invoice Date + 45 days,,31500000.0
Drug Product Outsourcing,likely_yes_high_score,40257,40257,Merck Life Science AS_Stand-alone_2020_LOA_Building FF HAC (Former BFK) SUS project,5713,MERCK LIFE SCIENCE A/S,Drug Product Outsourcing,0.999999963053714,5,F045 Invoice Date + 45 days,DDP Delivered duty paid,0.0
Drug Product Outsourcing,likely_yes_high_score,42718,42718,Merck Life Science AS_Stand alone_2020_Environmental Program Appendix,5713,MERCK LIFE SCIENCE A/S,Drug Product Outsourcing,0.999999963053714,5,,,0.0
Drug Product Outsourcing,likely_yes_high_score,8177,8178,Vetter_Call-off_2019_WO2_CR14FormatParts,17460,VETTER PHARMA INTERNATIONAL GMBH,Drug Product Outsourcing,0.9999999533883944,6,F045 Invoice Date + 45 days,,9685000.0
Drug Product Outsourcing,likely_yes_high_score,94858,94867,Catalent Belgium_Call-off_2020_OA_AA2_Extension,12599,CATALENT BELGIUM SA C/O LIVLINA,Drug Product Outsourcing,0.99999994455669,5,F030 Invoice Date + 30 days,FCA Free carrier,391516758.25
Drug Product Outsourcing,likely_yes_high_score,19458,19458,Catalent Belgium_Call-off_2019_WO16_SEMA_D_compensation,12599,CATALENT BELGIUM SA C/O LIVLINA,Drug Product Outsourcing,0.99999994455669,6,,,10430000.0
Drug Product Outsourcing,likely_yes_high_score,8131,8132,Catalent Belgium_Call-off_2019_WO2rev2_SafetyStock,12599,CATALENT BELGIUM SA C/O LIVLINA,Drug Product Outsourcing,0.99999994455669,6,,,15740658.0
Drug Product Outsourcing,likely_yes_high_score,35513,35513,Catalent_Call-off_2020_WO15_PPQ SEMA D,12599,CATALENT BELGIUM SA C/O LIVLINA,Drug Product Outsourcing,0.99999994455669,5,F030 Invoice Date + 30 days,,10463554.8
Drug Product Outsourcing,likely_yes_high_score,325073,326160,Technical Agreement_Noble International_Master_20190813)MSA (CID2989)_326160,200710,NOBLE INTERNATIONAL LLC,Drug Product Outsourcing,0.9998522626667028,6,F045 Invoice Date + 45 days,,0.0
Drug Product Outsourcing,likely_no_low_score,410223,410966,Catalent_Call-off_2024_WO#01_PPQ batches,343257,CATALENT ANAGNI S.R.L.,Drug Product Outsourcing,0.0190279503212775,1,F030 Invoice Date + 30 days,FCA Free carrier,10776960.0
Drug Product Outsourcing,likely_no_low_score,478469,478575,Catalent Belgium_Call-Off_2024_WO15_Capacity Improvement Program Part II,12599,CATALENT BELGIUM SA C/O LIVLINA,Drug Product Outsourcing,0.1254914710775896,1,F030 Invoice Date + 30 days,DDP Delivered duty paid,11385879.7
Drug Product Outsourcing,likely_no_low_score,461479,461725,Catalent Belgium_Call-Off_2024_WO12_Capacity Improvement Plan,12599,CATALENT BELGIUM SA C/O LIVLINA,Drug Product Outsourcing,0.1254914710775896,1,F030 Invoice Date + 30 days,FCA Free carrier,28903981.05
Drug Product Outsourcing,likely_no_low_score,555764,554994,BEWI_Novartis_NN_3 Way CDA_2025_Tailor made parts & materials for drug product manufacturing project,18815,BEWI DENMARK A/S,Drug Product Outsourcing,0.1254914710775896,0,,,0.0
Drug Product Outsourcing,likely_no_low_score,441935,442599,Nichepharm_WO_06082024_TT,304916,NICHEPHARM LIFE SCIENCES PVT LIMITE,Drug Product Outsourcing,0.1302543088305479,1,F030 Invoice Date + 30 days,DDP Delivered duty paid,4950000.0
Drug Product Outsourcing,likely_no_low_score,543079,542477,Novartis_Call-Off_2025_WO2_1st CAPEX Work Package,239277,NOVARTIS PHARMA AG,Drug Product Outsourcing,0.1458020914967586,0,F060 Invoice Date + 60 days,FCA Free carrier,5178401.726
Drug Product Outsourcing,likely_no_low_score,524724,524225,Vetter_Call-off_2025_SA_AA7_App5.1_ed.11_App5.4_ed.4_Prices,17460,VETTER PHARMA INTERNATIONAL GMBH,Drug Product Outsourcing,0.1458020914967586,0,F045 Invoice Date + 45 days,EXW Ex works,13574399.895
Drug Product Outsourcing,likely_no_low_score,415686,416396,Vetter_Call-off_2024_Validation of CR12 for ziltivekimab,17460,VETTER PHARMA INTERNATIONAL GMBH,Drug Product Outsourcing,0.1458020914967586,1,F045 Invoice Date + 45 days,FCA Free carrier,34660380.0
Drug Product Outsourcing,likely_no_low_score,526348,525803,Vetter_Call-off_2025_WO2_Validation of CR14 for NaCl rev05,17460,VETTER PHARMA INTERNATIONAL GMBH,Drug Product Outsourcing,0.1458020914967586,3,F045 Invoice Date + 45 days,EXW Ex works,1157730.0
Drug Product Outsourcing,likely_no_low_score,549006,548373,Patheon Monza_Call-Off_2025_WO18_Capital Contribution for StrainScope.,325642,PATHEON ITALIA S.P.A,Drug Product Outsourcing,0.1565535404392345,0,F045 Invoice Date + 45 days,FCA Free carrier,602405.2865
Drug Product Outsourcing,uncertain_near_0_5,578841,577743,Saudi Bio_Call-Off (Sales)_2025_Secondary pack (Sema),193385,SAUDI BIOTECHNOLOGY MANUFACTURING C,Drug Product Outsourcing,0.4723631629313609,0,F210 Invoice Date + 210 days,,0.0
Drug Product Outsourcing,uncertain_near_0_5,579009,577893,BioFarma_Master_2025_Sales agreement_RECORD Only,395542,PT BIO FARMA (PERSERO),Drug Product Outsourcing,0.4723631629313609,0,F060 Invoice Date + 60 days,DAT Del.at Terminal-incl.unloading,0.0
Drug Product Outsourcing,uncertain_near_0_5,350257,351245,Aspen Operations Proprietary Limited_Master_2023_OA_Human insulin vials filling and pack,305024,ASPEN SA OPERATIONS PROPRIETARY LIM,Drug Product Outsourcing,0.4642805071617468,2,F060 Invoice Date + 60 days,FCA Free carrier,1477000000.0
Drug Product Outsourcing,uncertain_near_0_5,528364,527848,Aspen_Call-Off_2025_ OA_AA1_Capacity and pricing update,305024,ASPEN SA OPERATIONS PROPRIETARY LIM,Drug Product Outsourcing,0.4642805071617468,0,F060 Invoice Date + 60 days,FCA Free carrier,0.0
Drug Product Outsourcing,uncertain_near_0_5,579703,578575,SaudiBio_Sales Agreement Price Addendum_TYHQ,253764,SAUDI BIOTECHNOLOGY MANUFACTURING C,Drug Product Outsourcing,0.4642805071617468,0,F180 Invoice Date + 180 days,,0.0
Drug Product Outsourcing,uncertain_near_0_5,110691,110703,Patheon Greenville_Master_2021_OA_PFS filling,13280,"PATHEON MANUFACTURING SERVICES, LLC",Drug Product Outsourcing,0.4368928609511013,4,F045 Invoice Date + 45 days,FCA Free carrier,167999995.8
Drug Product Outsourcing,uncertain_near_0_5,496533,496378,Fareva_CDA _Mutual Final Agreement_2025_Amendment(1),153274,,Drug Product Outsourcing,0.4368928609511013,1,,,0.0
Drug Product Outsourcing,uncertain_near_0_5,497600,497435,Millmount Healthcare (PCI)_Call-off_2025_AA5_Price Adjustment 2025,9535,MILLMOUNT HEALTHCARE LIMITED (PCI),Drug Product Outsourcing,0.4368928609511013,0,F060 Invoice Date + 60 days,FCA Free carrier,0.0
Drug Product Outsourcing,uncertain_near_0_5,504629,504418,Sharp US (Macungie)_Call-Off_2025_OA_AA1_FA&P_IT Security (NIS2),402260,SHARP PACKAGING SERVICES LLC,Drug Product Outsourcing,0.4368928609511013,0,F060 Invoice Date + 60 days,FCA Free carrier,0.0
Drug Product Outsourcing,uncertain_near_0_5,504658,504448,Millmount Healthcare (PCI)_Call-off_2025_AA6_IT Security,9535,MILLMOUNT HEALTHCARE LIMITED (PCI),Drug Product Outsourcing,0.4368928609511013,0,F060 Invoice Date + 60 days,FCA Free carrier,0.0
Drug Substance Outsourcing,likely_yes_high_score,282,283,Vistin (Weifa)_Master_20051228_SA,13025,VISTIN PHARMA AS,Drug Substance Outsourcing,0.9999999999919228,19,F060 Invoice Date + 60 days,CIP Carriage and insurance paid,
Drug Substance Outsourcing,likely_yes_high_score,1616,1616,Dalton_Call-off_20180327_WO_10_Biovectra,9991,DALTON CHEMICAL LABORATORIES INC.,Drug Substance Outsourcing,0.9999999999909776,7,F030 Invoice Date + 30 days,DDP Delivered duty paid,6082209.0
Drug Substance Outsourcing,likely_yes_high_score,375,375,CBB_Master_20150527_SA_CNS-enzyme,14132,CENTER FOR BIOCATALYSIS AND BIOPROCESSING,Drug Substance Outsourcing,0.9999999999909776,10,F030 Invoice Date + 30 days,DAP Del.at Place-excl.unloading,8134812.0
Drug Substance Outsourcing,likely_yes_high_score,166,166,Alsiano_Stand alone_2014_BTA,1092,ALSIANO A/S,Drug Substance Outsourcing,0.9999999999909776,11,,,
Drug Substance Outsourcing,likely_yes_high_score,1610,1610,Dalton_Master_20150611_OA,9991,DALTON CHEMICAL LABORATORIES INC.,Drug Substance Outsourcing,0.9999999999909776,10,F030 Invoice Date + 30 days,DAP Del.at Place-excl.unloading,2707998.3
Drug Substance Outsourcing,likely_yes_high_score,205,205,Hovione_Master_20171006_OA,12086,HOVIONE FARMACIENCIA SA,Drug Substance Outsourcing,0.9999999999909776,7,F060 Invoice Date + 60 days,FCA Free carrier,104300000.0
Drug Substance Outsourcing,likely_yes_high_score,148,144,Millmount Healthcare (PCI)_Master_20180619_OA,9535,MILLMOUNT HEALTHCARE LIMITED (PCI),Drug Substance Outsourcing,0.9999999999909776,7,F060 Invoice Date + 60 days,FCA Free carrier,81950000.0
Drug Substance Outsourcing,likely_yes_high_score,289,290,Sartorius Stedim Biotech GmbH_Stand alone_2018_BTA,9148,SARTORIUS-STEDIM BIOTECH GMBH,Drug Substance Outsourcing,0.9999999999898096,7,F045 Invoice Date + 45 days,FCA Free carrier,0.0
Drug Substance Outsourcing,likely_yes_high_score,1591,1591,Catalent Germany Schorndorf Gmbh_Master_20171001_OA,2786,CATALENT GERMANY SCHORNDORF GMBH CATALENT PHARMA SOLUTIONS,Drug Substance Outsourcing,0.9999999999864606,8,F045 Invoice Date + 45 days,FCA Free carrier,0.0
Drug Substance Outsourcing,likely_yes_high_score,8227,8228,Lonza_stand-alone_2015_BTA,13689,LONZA SALES LTD,Drug Substance Outsourcing,0.9999999999839052,10,,,0.0
Drug Substance Outsourcing,likely_no_low_score,519414,519009,AGC_WO15_2025_Nitrosamine risk assessment,15023,AGC BIOLOGICS A/S,Drug Substance Outsourcing,0.0499495908553134,0,F030 Invoice Date + 30 days,CPT Carriage paid,667944.65
Drug Substance Outsourcing,likely_no_low_score,312482,313711,Fujifilm_Call-off_2023_WO_53,10679,FUJIFILM DIOSYNTH BIOTECHNOLOGIES,Drug Substance Outsourcing,0.0660853271659702,2,F030 Invoice Date + 30 days,EXW Ex works,1256850.0
Drug Substance Outsourcing,likely_no_low_score,570164,569222,Fujifilm_Call-off_2025_SA_AA8_APP8_APP12,10679,FUJIFILM DIOSYNTH BIOTECHNOLOGIES,Drug Substance Outsourcing,0.0660853271659702,0,F030 Invoice Date + 30 days,DAP Del.at Place-excl.unloading,0.0
Drug Substance Outsourcing,likely_no_low_score,487064,486898,Fujifilm_Call-Off-2025_WO58_Stability report and storage charge for WCB & MCB,10679,FUJIFILM DIOSYNTH BIOTECHNOLOGIES,Drug Substance Outsourcing,0.0660853271659702,0,F030 Invoice Date + 30 days,EXW Ex works,939600.0
Drug Substance Outsourcing,likely_no_low_score,100770,100779,Fujifilm_Call-off_2021_SA_AA2_Incoterms,10679,FUJIFILM DIOSYNTH BIOTECHNOLOGIES,Drug Substance Outsourcing,0.0660853271659702,4,F030 Invoice Date + 30 days,DAP Del.at Place-excl.unloading,0.0
Drug Substance Outsourcing,likely_no_low_score,455025,455349,Fujifilm_Call-off_2024_WO_57_Reference_Standard,10679,FUJIFILM DIOSYNTH BIOTECHNOLOGIES,Drug Substance Outsourcing,0.0660853271659702,1,F030 Invoice Date + 30 days,EXW Ex works,1325250.0
Drug Substance Outsourcing,likely_no_low_score,428201,428933,Fujifilm_Call-off_2024_SA_AA7_APP8_APP12,10679,FUJIFILM DIOSYNTH BIOTECHNOLOGIES,Drug Substance Outsourcing,0.0660853271659702,1,F030 Invoice Date + 30 days,EXW Ex works,454005.0
Drug Substance Outsourcing,likely_no_low_score,524758,524258,Wuxi_Stand-alone_2025_CDA_Mutual_Etavopivat API_RFQ,201722,WUXI APPTEC (HONGKONG) LIMITED,Drug Substance Outsourcing,0.1548902671461686,0,,,0.0
Drug Substance Outsourcing,likely_no_low_score,520766,520350,Flamma_Call-Off_2025_WO31_PV & Manufacturing Campaign,10337,FLAMMA S.P.A.,Drug Substance Outsourcing,0.1565535404392345,0,F060 Invoice Date + 60 days,DAP Del.at Place-excl.unloading,11990775.0
Drug Substance Outsourcing,likely_no_low_score,575862,574828,FIS_Call-off_2025_WO25_1MT commercial production of PC3406 FiP at F.I.S. Lonigo,191654,F.I.S.- FABBRICA ITALIANA SITETICI,Drug Substance Outsourcing,0.1565535404392345,0,F060 Invoice Date + 60 days,DAP Del.at Place-excl.unloading,20958042.0
Drug Substance Outsourcing,uncertain_near_0_5,138699,138711,"TIANJIN TEHO STORAGE EQUIPMENT SALES CO.,LTD_Stand-alone_2021_C4F",31106,天津市泰和凌智仓储设备销售有限公司,Drug Substance Outsourcing,0.5,4,,,0.0
Drug Substance Outsourcing,uncertain_near_0_5,138690,138702,BJ FaMa High Tec.Ltd_Stand-alone_2021_C4F,149091,北京法玛高科技有限公司,Drug Substance Outsourcing,0.5,4,,,0.0
Drug Substance Outsourcing,uncertain_near_0_5,138657,138669,"Hope Biotech Co., Ltd_Stand-alone_2021_C4F",38294,天津厚普生物技术开发有限公司,Drug Substance Outsourcing,0.5,4,,,0.0
Drug Substance Outsourcing,uncertain_near_0_5,444292,444906,CBB WO#25 Resin Purchase,266718,DEVELOPMENTAL STUDIES HYBRIDOMA BAN UNIVERSITY OF IOWA,Drug Substance Outsourcing,0.4642805071617468,1,F030 Invoice Date + 30 days,DDP Delivered duty paid,115224.186
Drug Substance Outsourcing,uncertain_near_0_5,388750,389345,Wilmar OLEO NORTH AMERICA LLC_Master_2022_SA_DC18,252550,WILMAR OLEO NORTH AMERICA LLC,Drug Substance Outsourcing,0.4642805071617468,3,F090 Invoice Date + 90 days,DAP Del.at Place-excl.unloading,17690400.0
