target_department,candidate_bucket,contract_id,contract_number,contract_name,supplier_id,supplier_display_name,department,renegotiation_prob,contract_age_years,payment_terms,incoterms,contract_value_dkk
Drug Product Outsourcing,likely_no_low_score,543079,542477,Novartis_Call-Off_2025_WO2_1st CAPEX Work Package,239277,NOVARTIS PHARMA AG,Drug Product Outsourcing,0.1458020914967586,0,F060 Invoice Date + 60 days,FCA Free carrier,5178401.726
Drug Product Outsourcing,likely_no_low_score,524724,524225,Vetter_Call-off_2025_SA_AA7_App5.1_ed.11_App5.4_ed.4_Prices,17460,VETTER PHARMA INTERNATIONAL GMBH,Drug Product Outsourcing,0.1458020914967586,0,F045 Invoice Date + 45 days,EXW Ex works,13574399.895
Drug Product Outsourcing,likely_no_low_score,415686,416396,Vetter_Call-off_2024_Validation of CR12 for ziltivekimab,17460,VETTER PHARMA INTERNATIONAL GMBH,Drug Product Outsourcing,0.1458020914967586,1,F045 Invoice Date + 45 days,FCA Free carrier,34660380.0
Drug Product Outsourcing,likely_no_low_score,526348,525803,Vetter_Call-off_2025_WO2_Validation of CR14 for NaCl rev05,17460,VETTER PHARMA INTERNATIONAL GMBH,Drug Product Outsourcing,0.1458020914967586,3,F045 Invoice Date + 45 days,EXW Ex works,1157730.0
Drug Product Outsourcing,likely_no_low_score,549006,548373,Patheon Monza_Call-Off_2025_WO18_Capital Contribution for StrainScope.,325642,PATHEON ITALIA S.P.A,Drug Product Outsourcing,0.1565535404392345,0,F045 Invoice Date + 45 days,FCA Free carrier,602405.2865
Drug Product Outsourcing,uncertain_near_0_5,578841,577743,Saudi Bio_Call-Off (Sales)_2025_Secondary pack (Sema),193385,SAUDI BIOTECHNOLOGY MANUFACTURING C,Drug Product Outsourcing,0.4723631629313609,0,F210 Invoice Date + 210 days,,0.0
Drug Product Outsourcing,uncertain_near_0_5,579009,577893,BioFarma_Master_2025_Sales agreement_RECORD Only,395542,PT BIO FARMA (PERSERO),Drug Product Outsourcing,0.4723631629313609,0,F060 Invoice Date + 60 days,DAT Del.at Terminal-incl.unloading,0.0
Drug Product Outsourcing,uncertain_near_0_5,350257,351245,Aspen Operations Proprietary Limited_Master_2023_OA_Human insulin vials filling and pack,305024,ASPEN SA OPERATIONS PROPRIETARY LIM,Drug Product Outsourcing,0.4642805071617468,2,F060 Invoice Date + 60 days,FCA Free carrier,1477000000.0
Drug Product Outsourcing,uncertain_near_0_5,528364,527848,Aspen_Call-Off_2025_ OA_AA1_Capacity and pricing update,305024,ASPEN SA OPERATIONS PROPRIETARY LIM,Drug Product Outsourcing,0.4642805071617468,0,F060 Invoice Date + 60 days,FCA Free carrier,0.0
Drug Product Outsourcing,uncertain_near_0_5,579703,578575,SaudiBio_Sales Agreement Price Addendum_TYHQ,253764,SAUDI BIOTECHNOLOGY MANUFACTURING C,Drug Product Outsourcing,0.4642805071617468,0,F180 Invoice Date + 180 days,,0.0
Drug Product Outsourcing,uncertain_near_0_5,110691,110703,Patheon Greenville_Master_2021_OA_PFS filling,13280,"PATHEON MANUFACTURING SERVICES, LLC",Drug Product Outsourcing,0.4368928609511013,4,F045 Invoice Date + 45 days,FCA Free carrier,167999995.8
Drug Product Outsourcing,uncertain_near_0_5,496533,496378,Fareva_CDA _Mutual Final Agreement_2025_Amendment(1),153274,,Drug Product Outsourcing,0.4368928609511013,1,,,0.0
Drug Product Outsourcing,uncertain_near_0_5,497600,497435,Millmount Healthcare (PCI)_Call-off_2025_AA5_Price Adjustment 2025,9535,MILLMOUNT HEALTHCARE LIMITED (PCI),Drug Product Outsourcing,0.4368928609511013,0,F060 Invoice Date + 60 days,FCA Free carrier,0.0
Drug Product Outsourcing,uncertain_near_0_5,504629,504418,Sharp US (Macungie)_Call-Off_2025_OA_AA1_FA&P_IT Security (NIS2),402260,SHARP PACKAGING SERVICES LLC,Drug Product Outsourcing,0.4368928609511013,0,F060 Invoice Date + 60 days,FCA Free carrier,0.0
Drug Product Outsourcing,uncertain_near_0_5,504658,504448,Millmount Healthcare (PCI)_Call-off_2025_AA6_IT Security,9535,MILLMOUNT HEALTHCARE LIMITED (PCI),Drug Product Outsourcing,0.4368928609511013,0,F060 Invoice Date + 60 days,FCA Free carrier,0.0
