feature,importance
cat__contract_commodity_Outsourced GMP Laboratory Analysis,0.0020521441
cat__Current_market_capitalisation_DKK_154.546.116,0.001993644
"cat__fin_output_text_Sourcing exclusion recommended. Input from outdated and/or partial data, hence low quality credit rating & traffic light. Mitigation actions required. Request financial data from supplier as described in the risk process tab.",0.0019700115
cat__contract_commodity_Sterilization,0.0019344798
num__news_negative_count,0.0018758265
cat__department_from_cost_center_Bioprocessing & Raw Materials,0.001862552
cat__payment_terms_F045 Invoice Date + 45 days,0.0018391388
cat__notes_Development-only injected negative label for Global Strategic Outsourcing & Devices.,0.0018274955
cat__contract_commodity_Bottles,0.0018224395
cat__notes_Development-only injected negative label for Packaging Material.,0.001790096
"cat__notes_Development-only injected negative label for Strategy, Sourcing & Negotiation CoE.",0.0017893325
cat__nn_contract_type_Outsourcing Agreement,0.0017632256
cat__fin_moodys_company_name_CCL Label A/S,0.0017439428
cat__payment_terms_0001 Payable immediately Due net,0.0017280865
cat__term_type_fixed,0.001722897
cat__contract_commodity_Temporary Buildings Rental,0.0017121662
cat__contract_commodity_Freights Forwarding - Road,0.0016574017
cat__contract_commodity_Printed Packaging Materials,0.0016418506
cat__fin_risk_level_Take caution,0.0016336596
cat__nn_contract_type_Project Agreement,0.0015667944
cat__team_BF Integration,0.0015447964
num__contract_value,0.0015440409
cat__contract_commodity_SaaS (Software as a Service),0.0015195786
cat__contract_type_IT,0.0015020637
num__esg_esg_industry_adjusted,0.001450414
"cat__supplier_sector_Industrial, Electric & Electronic Machinery",0.001418011
num__contract_owner_cost_centre,0.0013948352
num__Price_trends_52 weeks_%,0.0013906782
num__esg_social_weight,0.0013556983
num__fin_flag_liquidity_stress,0.0013047311
num__supplier_is_publicly_listed,0.0012800486
cat__company_country_FRANCE,0.0012349725
cat__fin_moodys_company_name_Genewiz UK Limited,0.0011978148
cat__fin_moodys_company_name_L. Thalund Instrument ApS,0.0011842453
num__fin_Cash_ratio,0.0011779395
cat__fin_implied_rating_Aa,0.001174505
cat__fin_moodys_company_name_Conrum A/S,0.0011721818
cat__fin_moodys_company_name_Omni Mold Ltd.,0.0011493282
cat__fin_closing_date_2022-12-31,0.0011291042
cat__payment_terms_N000 Net cash,0.0011212709
cat__contract_commodity_Outsourced Product Services,0.0010564419
cat__contract_commodity_Industrial Commodities,0.0010364943
num__fin_Net_assets_turnover,0.0010115191
num__years_to_expiry_capped,0.0010093916
num__esg_esg_overall,0.0010009983
cat__contract_currency_code_DKK,0.0009818046
cat__nn_contract_type_Order form,0.00096489966
num__news_negative_ratio,0.0009625345
cat__nn_contract_type_Master Service Agreement,0.0009413194
num__observation_year,0.00090958644
num__esg_env_score,0.0009007512
num__International_Shipments,0.00089894596
cat__contract_type_Distribution,0.00088914286
cat__contract_commodity_Biopharm Sidechains Unclassified,0.00088785426
cat__fin_moodys_company_name_Flamma S.P.A.,0.0008794206
cat__moodys_risk_rating_Do not source,0.00087021117
cat__company_country_clean_France,0.0008479734
cat__fin_moodys_company_name_Lonza Sales AG,0.0008217628
cat__fin_moodys_company_name_Ashland Industries Europe GmbH,0.00081807195
num__missingindicator_LPI_Score,0.00080645
num__news_row_missing_pct,0.00080247025
num__Infrastructure,0.0007929013
num__missingindicator_fin_roe_net_income,0.00078909606
"cat__department_Strategy, Sourcing & Negotiation CoE",0.00078250444
cat__contract_type_Facility Management & Engineering,0.0007807417
cat__contract_commodity_Workshop Machinery,0.000770413
num__contracts_per_supplier,0.0007674167
cat__Shares outstanding_414.555.046,0.0007671996
cat__company_country_DENMARK,0.000758799
cat__fin_moodys_company_name_Miclev Medical Products AB,0.00073144457
cat__contract_commodity_Moulding and Pre-assembly,0.00073128904
num__fin_ebit_margin_missing_flag,0.00071708515
num__Timeliness,0.00070587033
cat__fin_moodys_company_name_BEWI Denmark A/S,0.00069916446
cat__nn_contract_type_Service Agreement,0.00068886834
cat__contract_commodity_Transport Consumables,0.00068727357
cat__nn_contract_type_Scope of Work,0.0006864042
cat__nn_contract_type_Other,0.0006837934
num__fin_EBITDA_margin,0.00068209926
cat__payment_terms_F060 Invoice Date + 60 days,0.0006793378
cat__fin_Status_Active,0.0006773988
num__fin_flag_strong_liquidity,0.0006734841
num__news_avg_sentiment_score,0.0006650587
cat__Country_China,0.00066319515
cat__fin_closing_date_2023-12-31,0.000658124
num__news_max_relevance_score,0.00065040844
num__news_article_count,0.00064873
num__missingindicator_Customs,0.0006485331
cat__contract_currency_code_EUR,0.0006456605
cat__company_country_clean_Denmark,0.0006433533
cat__contract_commodity_Freeze Dryers,0.00064137636
num__fin_debt_asset_ratio,0.0006409252
"cat__department_Quality, Production Services & Supplies",0.0006407102
"cat__fin_moodys_company_name_Cytiva, Filial af Cytiva Europe GmbH, Tyskland",0.0006356426
cat__supplier_sector_Metals & Metal Products,0.0006319744
cat__Code_CHN,0.000622743
cat__contract_commodity_FM Consulting,0.00061960646
num__fin_Number_of_employees,0.0006193854
cat__fin_moodys_company_name_Catalent Germany Schorndorf GmbH,0.0006132589
cat__fin_moodys_company_name_Elis Danmark A/S,0.0006093697
num__fin_flag_risk_take_caution_or_worse,0.0005969905
num__fin_profit_margin,0.0005935811
num__fin_current_ratio,0.0005909827
cat__contract_type_Production,0.0005907418
num__news_positive_count,0.00059003045
num__missingindicator_PPI_Value,0.00058776344
cat__expiry_pressure_bucket_1_to_3y,0.0005827973
cat__fin_moodys_company_name_Aspen Oss B.V.,0.0005823469
num__fin_interest_coverage_ratio,0.00057116436
num__fin_flag_low_solvency,0.000570992
cat__payment_terms_F030 Invoice Date + 30 days,0.00056552247
num__market_flag_negative_volume_trend,0.0005644016
cat__contract_commodity_Warehouse Operations - Storage,0.00056399405
cat__fin_closing_date_2024-04-30,0.0005595287
num__fin_Total_shareholders'_funds_and_liabilitiesth_DKK,0.000556826
cat__fin_moodys_company_name_Flextronics International Gesellschaft m.b.H.,0.000554917
num__esg_env_weight,0.00055456196
num__fin_Total_liabilities_Equity_ratio,0.0005523767
num__avg_closing_price,0.00054749
cat__fin_Implied_rating - original_A1,0.000547373
cat__fin_closing_date_2025-03-31,0.00053152913
cat__fin_closing_date_2023-09-30,0.000530654
cat__fin_moodys_company_name_Quality Assistance,0.00052650215
num__market_cap_volatility,0.00051760854
cat__contract_commodity_Gels,0.0005174383
cat__fin_moodys_company_name_ISS Facility Services A/S,0.0005140215
num__fin_short_term_liabilities_equity_ratio,0.0005013342
num__fin_roe_net_income,0.0004950096
cat__team_Aseptic Production,0.0004822874
cat__fin_implied_rating_Baa,0.00048123026
cat__fin_closing_date_2023-06-30,0.00047867108
num__fin_solvency_ratio_asset_based,0.00046686482
num__news_neutral_count,0.00046473043
cat__fin_closing_date_2023-04-30,0.00046288618
cat__payment_terms_L015 Current Month + 15 days,0.00046190206
cat__contract_currency_code_CNY,0.00046158824
cat__team_Bioprocessing,0.0004573317
cat__fin_moodys_company_name_Novartis Pharma AG,0.00045566706
num__avg_vol,0.00044990267
num__news_avg_relevance_score,0.00044958317
cat__term_type_auto_renew,0.00044749206
cat__moodys_risk_rating_Go ahead,0.00044608035
num__fin_financial_level_missing_flag,0.00043639538
cat__nn_contract_type_Product Agreement,0.00043552034
cat__contract_commodity_Small Molecules (Raw Materials),0.0004310066
cat__department_Global Strategic Outsourcing & Devices,0.00042502664
cat__supplier_sector_Wholesale,0.00042334793
num__esg_gov_score,0.00041927368
cat__contract_type_Research & Development,0.0004157058
cat__fin_Implied_rating - original_Baa2,0.0004154148
num__fin_ebit_margin,0.0004126045
cat__department_from_cost_center_Global Strategic Outsourcing & Devices,0.0004103822
cat__contract_commodity_Electronics and Other Components,0.00039432498
cat__contract_commodity_Road Transportation,0.00039285357
num__vol_stability_score,0.00038967395
cat__incoterms_CPT Carriage paid,0.0003870832
num__esg_industry_min,0.00037762488
cat__fin_moodys_company_name_Deloitte Statsautoriseret Revisionspartnerselskab,0.0003764552
cat__fin_closing_date_2022-06-30,0.00037624236
cat__nn_contract_type_Confidentiality Agreement,0.00036712314
cat__incoterms_EXW Ex works,0.00036450365
cat__contract_commodity_Prefilled Plastic Components,0.00036285812
cat__contract_commodity_Cartons,0.00035385162
num__missingindicator_fin_Number_of_employees,0.0003505779
cat__Code_FRA,0.00034871977
"cat__supplier_sector_Travel, Personal & Leisure",0.0003475663
cat__contract_currency_code_NZD,0.0003446774
num__esg_gov_weight,0.00033981237
cat__fin_implied_rating_A,0.00033179953
num__fin_flag_short_term_gearing_high,0.000331704
cat__nn_contract_type_Framework Trading Agreement,0.00033026075
cat__contract_currency_code_CHF,0.0003240496
cat__contract_commodity_Freights Forwarding - Air,0.0003183838
cat__fin_moodys_company_name_MGS Lynge A/S,0.00031401453
num__vol_trend_slope,0.00031375873
cat__contract_commodity_Excipients,0.00031208532
num__missingindicator_Infrastructure,0.00031108616
cat__team_Raw Materials,0.0002977179
cat__fin_closing_date_2025-04-30,0.00029761688
cat__payment_terms_F090 Invoice Date + 90 days,0.00028179362
cat__expiry_pressure_bucket_3_to_5y,0.00028126422
num__fin_flag_negative_roe,0.00027912194
num__price_trend_slope,0.0002733426
cat__fin_moodys_company_name_ICM A/S,0.00026102865
"cat__incoterms_CIF Costs, insurance & freight",0.0002466506
num__esg_industry_max,0.00024491976
num__Earnings_per_share_DKK,0.0002392643
num__fin_interest_coverage_ratio_missing_flag,0.00022942566
cat__fin_moodys_company_name_Novozymes A/S,0.00022718402
cat__payment_terms_L030 Current Month + 30 days,0.00020197048
num__vol_shock_ratio,0.00019829196
num__fin_roa_net_income,0.0001981554
cat__contract_commodity_Waste Management,0.0001817171
cat__nn_contract_type_Logistics Services Provider Agreement,0.00015775092
num__fin_flag_risk_do_not_source,0.00014728768
cat__incoterms_DDU Delivered duty unpaid,0.00014424969
cat__unit_SSIMS,0.00011942327
cat__department_Raw Materials & Energy,0.00011379979
cat__fin_Implied_rating - original_Baa3,0.00010776455
cat__expiry_pressure_bucket_5y_plus,0.00010403024
cat__team_Raw Materials & Energy,9.154767e-05
cat__Risk level_stock_closing_price_Do not source,8.5910084e-05
"cat__team_Quality, Production Services & Supplies",8.328492e-05
cat__department_from_cost_center_Drug Substance Outsourcing,7.9239726e-05
num__fin_flag_very_low_solvency,6.684097e-05
cat__fin_closing_date_2024-06-30,6.298043e-05
cat__contract_commodity_Needles,6.138793e-05
"cat__supplier_sector_Transport, Freight & Storage",5.7098627e-05
cat__contract_commodity_Lifescience Chemicals,5.6949266e-05
cat__contract_commodity_Finished Devices,4.4507862e-05
num__missingindicator_fin_financial_risk_score,4.1751802e-05
cat__payment_terms_L060 Current Month + 60 days,3.886643e-05
cat__Risk level_stock_closing_price_Go ahead,2.9942861e-05
num__fin_flag_debt_asset_high,2.4141998e-05
cat__fin_closing_date_2024-03-31,1.7661736e-05
cat__fin_closing_date_2025-12-31,7.2548446e-06
cat__contract_commodity_Filters,5.457616e-06
cat__fin_moodys_company_name_Stibo Complete A/S,0.0
cat__fin_moodys_company_name_Smurfit Westrock Danmark A/S,0.0
cat__fin_moodys_company_name_Steris Corp,0.0
cat__fin_moodys_company_name_Softbox Systems Limited,0.0
cat__fin_moodys_company_name_Solvias AG,0.0
cat__fin_moodys_company_name_STA Pharmaceutical Hong Kong Limited,0.0
cat__fin_moodys_company_name_Scantago A/S,0.0
cat__fin_moodys_company_name_SwissCo CDMO Operations GmbH,0.0
cat__fin_moodys_company_name_Sartorius Stedim UK Limited,0.0
cat__fin_moodys_company_name_Sartorius Stedim Biotech GmbH,0.0
cat__fin_moodys_company_name_SkyNRG B.V.,0.0
cat__fin_moodys_company_name_Stena Recycling A/S,0.0
cat__fin_moodys_company_name_Suzano S.A.,0.0
cat__fin_moodys_company_name_Sonderborg Vaerktojsfabrik A/S,0.0
cat__fin_moodys_company_name_Stok Emballage K/S,0.0
cat__fin_moodys_company_name_Sanofi Winthrop Industrie,0.0
cat__fin_moodys_company_name_Schoeller-Plast-Enterprise A/S,0.0
cat__fin_moodys_company_name_Saniflex Aktiebolag,0.0
cat__fin_moodys_company_name_Steiert Praezisionsformenbau GmbH,0.0
cat__fin_moodys_company_name_Schur Pack Denmark A/S,0.0
cat__fin_moodys_company_name_Sterimed UK Holdings LTD,0.0
cat__fin_moodys_company_name_Sterigenics Denmark A/S,0.0
cat__fin_moodys_company_name_Sensitech EMEA B.V.,0.0
cat__fin_moodys_company_name_Stevanato Group Denmark A/S,0.0
cat__fin_moodys_company_name_Steripack Medical Poland Sp. z o.o.,0.0
cat__fin_moodys_company_name_Our New Energy Consulting ApS,0.0
cat__fin_moodys_company_name_SPX Flow Technology Danmark A/S,0.0
cat__fin_moodys_company_name_SPS Medical,0.0
cat__fin_moodys_company_name_Linde Gas A/S,0.0
cat__fin_moodys_company_name_Linds Handel ApS,0.0
cat__fin_moodys_company_name_Lugaia AG,0.0
cat__fin_moodys_company_name_Lyngholm Filtration ApS,0.0
cat__fin_moodys_company_name_MFS Technology (S) PTE LTD,0.0
cat__fin_moodys_company_name_MGS Roskilde A/S,0.0
"cat__fin_moodys_company_name_Macco Organiques, s.r.o.",0.0
cat__fin_moodys_company_name_Mariager Salt Specialties A/S,0.0
cat__fin_moodys_company_name_Marius Pedersen A/S,0.0
cat__fin_moodys_company_name_Maxell Europe Limited,0.0
cat__fin_moodys_company_name_Merck Life Science A/S,0.0
cat__fin_moodys_company_name_Mesa France,0.0
cat__fin_moodys_company_name_Mesa Parts GmbH,0.0
cat__fin_moodys_company_name_Millmount Healthcare Limited,0.0
cat__fin_moodys_company_name_Mm Eson Pac AB,0.0
cat__fin_moodys_company_name_Life Technologies Limited,0.0
cat__fin_moodys_company_name_Lemvigh-Muller A/S,0.0
cat__fin_moodys_company_name_Leman A/S,0.0
cat__fin_moodys_company_name_Kalundborg Bioenergi ApS,0.0
cat__fin_moodys_company_name_Implement Consulting Group Malmoe AB,0.0
cat__fin_moodys_company_name_Implement Consulting Group P/S,0.0
cat__fin_moodys_company_name_Inovyn Europe Limited,0.0
cat__fin_moodys_company_name_Insatech A/S,0.0
cat__fin_moodys_company_name_J. Krebs & Co. A/S,0.0
cat__fin_moodys_company_name_K+S Minerals and Agriculture GmbH,0.0
cat__fin_moodys_company_name_Kalundborg Forsyning A/S,0.0
cat__fin_moodys_company_name_Leguay Emballages,0.0
cat__fin_moodys_company_name_Kebo AG,0.0
cat__fin_moodys_company_name_Kirsch Pharma GmbH,0.0
"cat__fin_moodys_company_name_Kovac MED Co.,Ltd",0.0
cat__fin_moodys_company_name_Kuehne + Nagel A/S,0.0
cat__fin_moodys_company_name_Kuehne + Nagel Pte. Ltd.,0.0
cat__fin_moodys_company_name_Kuwait Petroleum - Belgium,0.0
cat__fin_moodys_company_name_Nalco Danmark ApS,0.0
cat__fin_moodys_company_name_Nemera LA Verpilliere,0.0
cat__fin_moodys_company_name_Nicapac AB,0.0
cat__fin_moodys_company_name_Post Danmark A/S,0.0
cat__fin_moodys_company_name_PaperFoam B.V.,0.0
cat__fin_moodys_company_name_Parker Hannifin Danmark ApS,0.0
cat__fin_moodys_company_name_Patheon Italia S.P.A.,0.0
cat__fin_moodys_company_name_Patheon UK Limited,0.0
cat__fin_moodys_company_name_Pfizer INC,0.0
cat__fin_moodys_company_name_Pharma-Skan ApS,0.0
cat__fin_moodys_company_name_Presto Engineering France,0.0
cat__fin_moodys_company_name_PMC Ouvrie,0.0
cat__fin_moodys_company_name_Professional Packaging Systems A/S,0.0
cat__fin_moodys_company_name_Prosci Nordics ApS,0.0
cat__fin_moodys_company_name_RKT Rodinger Kunststoff- Technik GmbH,0.0
cat__fin_moodys_company_name_Roquette Freres,0.0
cat__fin_moodys_company_name_SCHOTT Pharma Schweiz AG,0.0
"cat__fin_moodys_company_name_SIBO G. Razvoj in proizvodnja embalaze, d.o.o. v angleskem jeziku: SIBO GROUP Packaging Development and Production LTD",0.0
cat__fin_moodys_company_name_Pall Norden AB,0.0
cat__fin_moodys_company_name_PA Consulting Group A/S,0.0
cat__fin_moodys_company_name_Nichepharm Lifesciences Private Limited,0.0
cat__fin_moodys_company_name_Norris Print-Tech A/S,0.0
cat__fin_moodys_company_name_Synoptik A/S,0.0
cat__fin_moodys_company_name_Nilfisk A/S,0.0
cat__fin_moodys_company_name_Nippon Gases Danmark A/S,0.0
cat__fin_moodys_company_name_Nolato Cerbo AB,0.0
cat__fin_moodys_company_name_Norchim,0.0
cat__fin_moodys_company_name_Nordmann Nordic AB,0.0
cat__fin_moodys_company_name_Novadan ApS,0.0
cat__fin_moodys_company_name_IGS B.V.,0.0
cat__fin_moodys_company_name_Novo Nordisk Production Belgium SA,0.0
cat__fin_moodys_company_name_Husky Injection Molding Systems,0.0
cat__fin_moodys_company_name_Nuova Ompi S.R.L.,0.0
cat__fin_moodys_company_name_OPTIMA pharma GmbH,0.0
cat__fin_moodys_company_name_OneSeal ApS,0.0
cat__fin_moodys_company_name_Osvaldo Fernandes SA Artes Graficas,0.0
cat__fin_moodys_company_name_Nilaus Plast ApS,0.0
cat__fin_Implied_rating - original_B1,0.0
cat__fin_moodys_company_name_TN Rayong CO LTD,0.0
cat__Shares outstanding_n.a.,0.0
cat__Shares outstanding_14.756.500,0.0
cat__Shares outstanding_320.036.000,0.0
cat__Shares outstanding_5.686.267.431,0.0
cat__Shares outstanding_59.955.983,0.0
cat__Shares outstanding_6.072.451,0.0
cat__Shares outstanding_66.270.051,0.0
cat__Shares outstanding_72.021.491,0.0
cat__Current_market_capitalisation_DKK_103.353.116,0.0
cat__Shares outstanding_1.264.117.615,0.0
cat__Current_market_capitalisation_DKK_112.918.290,0.0
cat__Current_market_capitalisation_DKK_2.511.971,0.0
cat__Current_market_capitalisation_DKK_2.954.260,0.0
cat__Current_market_capitalisation_DKK_29.786.781,0.0
cat__Current_market_capitalisation_DKK_30.971.635,0.0
cat__Current_market_capitalisation_DKK_85.602.561,0.0
cat__Current_market_capitalisation_DKK_86.737.935,0.0
cat__Shares outstanding_118.361.220,0.0
cat__moodys_risk_rating_Take caution,0.0
cat__fin_moodys_company_name_Tech Group Europe Limited,0.0
"cat__supplier_sector_Leather, Stone, Clay & Glass products",0.0
cat__Risk level_Do not source,0.0
cat__Risk level_No data,0.0
cat__supplier_sector_Biotechnology and Life Sciences,0.0
cat__supplier_sector_Business Services,0.0
cat__supplier_sector_Computer Hardware,0.0
cat__supplier_sector_Construction,0.0
cat__supplier_sector_Food & Tobacco Manufacturing,0.0
cat__supplier_sector_Mining & Extraction,0.0
cat__moodys_risk_rating_No data,0.0
cat__supplier_sector_Miscellaneous Manufacturing,0.0
cat__supplier_sector_Printing & Publishing,0.0
"cat__supplier_sector_Public Administration, Education, Health Social Services",0.0
cat__supplier_sector_Retail,0.0
cat__supplier_sector_Textiles & Clothing Manufacturing,0.0
cat__supplier_sector_Utilities,0.0
cat__supplier_sector_Waste Management & Treatment,0.0
cat__Current_market_capitalisation_DKK_953.712.217,0.0
cat__Current_market_capitalisation_DKK_n.a.,0.0
cat__Risk level_stock_closing_price_No data,0.0
cat__Code_CHE,0.0
cat__Country_Norway,0.0
cat__Country_Sweden,0.0
cat__Country_Switzerland,0.0
cat__Country_United States,0.0
cat__Code_AUT,0.0
cat__Code_BEL,0.0
cat__Code_BRA,0.0
cat__Code_DNK,0.0
cat__Risk level_stock_closing_price_Take caution,0.0
cat__Code_FIN,0.0
cat__Code_NOR,0.0
cat__Code_SWE,0.0
cat__Code_USA,0.0
cat__label_date_2026-04-18,0.0
cat__notes_Development-only injected negative label for Logistics.,0.0
cat__notes_Development-only injected positive label for Logistics.,0.0
cat__Country_Ireland,0.0
cat__Country_France,0.0
cat__Country_Finland,0.0
cat__Country_Denmark,0.0
cat__company_country_clean_Austria,0.0
cat__company_country_clean_Belgium,0.0
cat__company_country_clean_Brazil,0.0
cat__company_country_clean_Finland,0.0
cat__company_country_clean_Indonesia,0.0
cat__company_country_clean_Ireland,0.0
cat__company_country_clean_Norway,0.0
cat__company_country_clean_Russia,0.0
cat__company_country_clean_Saudi Arabia,0.0
cat__company_country_clean_Sweden,0.0
cat__company_country_clean_Switzerland,0.0
cat__company_country_clean_United States,0.0
cat__Country_Austria,0.0
cat__Country_Belgium,0.0
cat__Country_Brazil,0.0
cat__fin_Implied_rating - original_Caa-C,0.0
cat__fin_Implied_rating - original_Baa1,0.0
cat__fin_Implied_rating - original_Ba3,0.0
cat__fin_closing_date_2021-12-31,0.0
cat__fin_closing_date_2017-06-30,0.0
cat__fin_closing_date_2017-12-31,0.0
cat__fin_closing_date_2018-06-30,0.0
cat__fin_closing_date_2018-12-31,0.0
cat__fin_closing_date_2019-06-30,0.0
cat__fin_closing_date_2019-12-31,0.0
cat__fin_closing_date_2020-12-31,0.0
cat__fin_closing_date_2022-08-31,0.0
cat__fin_closing_date_2023-11-30,0.0
cat__fin_closing_date_2022-09-30,0.0
cat__fin_closing_date_2022-10-31,0.0
cat__fin_closing_date_2022-11-30,0.0
cat__fin_closing_date_2023-01-31,0.0
cat__fin_closing_date_2023-03-31,0.0
cat__fin_closing_date_2023-05-31,0.0
cat__fin_closing_date_2023-08-31,0.0
cat__fin_closing_date_2016-12-31,0.0
cat__fin_closing_date_2015-03-31,0.0
cat__fin_moodys_company_name_eutecma gmbh,0.0
cat__fin_moodys_company_name_Zirq Medical A/S,0.0
cat__fin_moodys_company_name_Thermo Fisher Scientific B.V.,0.0
cat__fin_moodys_company_name_Topp Trykluft A/S,0.0
cat__fin_moodys_company_name_Tosoh Bioscience GmbH,0.0
cat__fin_moodys_company_name_Troy X Investment Holding S.a r.l.,0.0
cat__fin_moodys_company_name_UFAG Laboratorien AG,0.0
cat__fin_moodys_company_name_VWR International A/S,0.0
cat__fin_moodys_company_name_Va-Q-Tec AG,0.0
cat__fin_moodys_company_name_W. R. Grace & Co.-Conn.,0.0
cat__fin_moodys_company_name_Watson-Marlow Flexicon A/S,0.0
cat__fin_moodys_company_name_West Pharmaceutical Services Deutschland GmbH & Co. KG,0.0
"cat__fin_moodys_company_name_West Pharmaceutical Services, Inc.",0.0
"cat__fin_moodys_company_name_Xi'An Global Printing Co.,Ltd.",0.0
cat__fin_moodys_company_name_Yara Danmark A/S,0.0
cat__fin_moodys_company_name_Ypsomed AG,0.0
cat__fin_moodys_company_name_Zirq Cables AS,0.0
cat__fin_closing_date_2023-10-31,0.0
cat__fin_closing_date_2024-01-31,0.0
cat__fin_Implied_rating - original_Ba2,0.0
cat__fin_Implied_rating - original_A3,0.0
cat__fin_financial_level_Low financial risk,0.0
cat__fin_financial_level_Medium financial risk,0.0
cat__fin_output_text_Approved for sourcing. No further actions required.,0.0
cat__fin_output_text_Sourcing exclusion recommended. Mitigation actions required. Please follow risk mitigation actions as communicated by your Risk team. Reach out to your risk representative for further guidance.,0.0
"cat__fin_output_text_Use caution. Input from outdated and/or partial data, hence low quality credit rating & traffic light. Mitigation actions required. Request financial data from supplier as described in the risk process tab.",0.0
cat__fin_output_text_Use caution. Mitigation actions required. Please follow risk mitigation actions as communicated by your Risk team. Reach out to your risk representative for further guidance.,0.0
cat__fin_Implied_rating - original_A2,0.0
cat__fin_Implied_rating - original_Aa1,0.0
cat__fin_closing_date_2024-05-31,0.0
cat__fin_Implied_rating - original_Aa2,0.0
cat__fin_Implied_rating - original_Aa3,0.0
